symbol,bos1_date,1_new_26w_high,2_freshly_broken,3_ema20_gt_ema50,4_ema50_rising,5_rsi_gt_60,6_rsi_rising,7_macd_hist_pos,8_vol_gt_sma10,9_green_candle,outcome,is_win,ret_5d,ret_10d,ret_20d
HAVELLS.NS,2023-09-08,True,True,True,True,True,True,True,True,True,INVALIDATED,False,-2.73,-4.51,-5.11
HAVELLS.NS,2024-02-28,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,0.72,-3.25,0.79
HAVELLS.NS,2024-04-26,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,0.99,4.38,14.31
HAVELLS.NS,2024-05-14,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,6.56,6.93,5.66
HAVELLS.NS,2024-09-12,True,True,True,True,True,True,False,True,True,INVALIDATED,False,2.35,1.51,-3.04
DLF.NS,2023-05-08,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,7.95,7.06,13.19
DLF.NS,2023-06-02,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-0.28,-1.35,-0.45
DLF.NS,2023-09-07,True,True,True,True,True,True,False,True,True,BOS2_CONFIRMED,True,0.08,-1.86,5.59
DLF.NS,2023-10-06,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,3.67,-2.58,8.3
DLF.NS,2023-11-02,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,4.67,8.16,12.28
DLF.NS,2023-12-04,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,1.49,6.92,9.61
DLF.NS,2024-02-07,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,2.73,7.66,11.04
GODREJPROP.NS,2023-06-02,True,True,False,True,True,True,True,False,True,BOS2_CONFIRMED,True,0.55,6.63,9.38
GODREJPROP.NS,2023-06-13,True,True,False,True,True,True,True,True,True,BOS2_CONFIRMED,True,3.37,6.97,9.56
GODREJPROP.NS,2023-07-13,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,-0.66,6.97,-7.2
GODREJPROP.NS,2023-07-27,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-10.02,-10.96,-11.53
GODREJPROP.NS,2023-11-03,True,True,True,True,True,True,False,True,True,BOS2_CONFIRMED,True,0.13,3.95,6.47
GODREJPROP.NS,2023-12-04,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,-1.35,2.68,6.62
GODREJPROP.NS,2024-01-04,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,2.89,6.04,4.09
GODREJPROP.NS,2024-01-29,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,-6.25,-7.11,1.6
GODREJPROP.NS,2024-02-23,True,True,True,True,True,True,True,False,True,INVALIDATED,False,0.57,-6.4,-10.88
GODREJPROP.NS,2024-04-08,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-4.74,-3.48,1.01
GODREJPROP.NS,2024-06-24,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,6.3,5.26,0.62
INDIGO.NS,2023-01-11,True,True,True,True,True,True,True,True,True,INVALIDATED,False,0.37,-0.99,-3.38
INDIGO.NS,2023-05-30,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,2.0,-0.69,10.48
INDIGO.NS,2023-06-27,True,True,True,True,True,True,True,True,True,TIMEOUT,False,6.08,5.6,0.23
INDIGO.NS,2023-12-04,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,3.59,5.65,5.86
INDIGO.NS,2024-01-10,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-1.36,-6.42,-1.03
INDIGO.NS,2024-03-26,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,-0.88,5.07,11.74
INDIGO.NS,2024-04-10,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-2.69,2.55,8.29
INDIGO.NS,2024-04-26,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,-1.31,3.66,0.66
INDIGO.NS,2024-05-15,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,-0.78,-2.35,-0.46
INDIGO.NS,2024-08-23,True,True,True,True,True,True,False,True,True,INVALIDATED,False,1.59,1.92,4.5
INDIGO.NS,2025-03-20,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,0.85,-1.64,8.84
INDIGO.NS,2025-04-17,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,-0.98,-1.33,0.89
INDIGO.NS,2025-06-27,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,-1.58,1.72,-1.34
INDIGO.NS,2025-08-18,True,True,True,True,True,True,True,False,True,INVALIDATED,False,-0.17,-5.28,-5.17
INDIGO.NS,2026-06-24,True,True,False,True,True,True,True,True,True,STILL_OPEN,,3.4,-0.67,-4.59
IRCTC.NS,2022-11-04,True,True,True,True,True,True,True,True,True,INVALIDATED,False,-2.84,-6.19,-6.01
IRCTC.NS,2023-09-01,True,True,False,True,True,True,True,True,True,BOS2_CONFIRMED,True,3.44,-0.61,1.51
IRCTC.NS,2023-12-12,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,5.26,11.59,21.42
IRCTC.NS,2024-01-10,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-2.29,3.46,-5.15
IRCTC.NS,2024-04-12,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-2.74,-0.59,-1.56
IRCTC.NS,2024-05-17,True,True,True,True,True,True,True,True,True,INVALIDATED,False,-2.34,-12.64,-12.64
TRENT.NS,2022-03-17,True,True,True,True,True,True,True,True,True,INVALIDATED,False,-0.19,0.99,-1.26
TRENT.NS,2022-08-12,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-3.15,1.2,2.88
TRENT.NS,2023-05-15,True,True,True,True,True,True,True,True,True,,,-0.95,2.66,11.04
TRENT.NS,2023-06-13,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,0.31,4.35,-1.74
TRENT.NS,2023-06-26,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,-1.94,-4.42,-3.36
TRENT.NS,2023-08-10,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,5.61,5.91,10.14
TRENT.NS,2023-11-01,True,True,True,True,True,True,True,True,True,TIMEOUT,False,12.13,16.58,27.46
TRENT.NS,2023-12-28,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,1.16,6.0,0.81
TRENT.NS,2024-02-07,True,True,True,True,True,True,True,True,True,,,5.82,5.85,5.81
TRENT.NS,2024-04-25,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,3.9,2.9,6.36
TRENT.NS,2024-05-23,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,-3.16,-10.52,-10.52
TRENT.NS,2024-06-05,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,2.32,7.26,14.46
TRENT.NS,2024-06-28,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,1.71,3.19,2.19
TRENT.NS,2024-08-09,True,True,True,True,True,True,True,True,True,INVALIDATED,False,7.79,8.99,13.25
TRENT.NS,2024-09-17,True,True,True,True,True,True,True,False,True,INVALIDATED,False,2.42,0.71,3.83
TRENT.NS,2024-10-08,True,True,True,True,True,True,True,True,True,INVALIDATED,False,-3.5,-7.14,-11.66
PGIL.NS,2022-08-18,True,True,True,True,True,True,True,True,True,INVALIDATED,False,4.26,4.45,-8.35
PGIL.NS,2023-05-16,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-3.62,-3.69,7.59
PGIL.NS,2023-06-28,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-0.44,-0.79,5.17
PGIL.NS,2023-08-04,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,1.62,0.49,38.15
PGIL.NS,2023-08-31,True,True,True,True,True,True,True,True,True,,,23.11,18.91,27.98
PGIL.NS,2023-10-06,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,25.43,26.81,28.03
PGIL.NS,2024-06-25,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-1.98,-3.94,17.64
PGIL.NS,2024-07-23,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,16.74,8.1,12.76
PGIL.NS,2024-11-21,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,5.78,8.67,14.61
PGIL.NS,2024-12-09,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,1.03,6.6,19.32
PGIL.NS,2024-12-23,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,3.0,8.13,-8.59
PGIL.NS,2025-11-12,True,True,True,True,True,True,True,True,True,INVALIDATED,False,-2.79,-6.34,-11.94
PGIL.NS,2026-06-24,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-0.81,-5.36,-6.8
PGIL.NS,2026-08-06,True,True,True,True,True,True,True,True,True,,,,,
DIXON.NS,2023-06-12,True,True,False,True,True,True,True,True,True,BOS2_CONFIRMED,True,7.86,4.35,3.05
DIXON.NS,2023-09-27,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-3.69,0.28,-4.15
DIXON.NS,2023-10-16,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,0.29,-4.58,-0.06
DIXON.NS,2023-12-01,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,4.3,2.64,3.38
DIXON.NS,2023-12-11,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-1.32,0.2,-1.92
DIXON.NS,2024-02-22,True,True,True,True,True,True,False,True,True,BOS2_CONFIRMED,True,2.8,3.48,6.34
DIXON.NS,2024-03-26,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,5.14,8.14,16.75
DIXON.NS,2024-04-24,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,3.7,3.3,13.68
DIXON.NS,2024-05-17,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,1.51,-1.23,26.49
DIXON.NS,2024-06-03,True,True,True,True,True,True,True,True,True,,,-13.31,-13.31,-13.31
DIXON.NS,2024-08-23,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-5.86,-7.44,6.39
DIXON.NS,2024-09-16,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,2.44,1.41,9.42
DIXON.NS,2024-10-08,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,5.28,5.05,7.54
DIXON.NS,2024-12-02,True,True,True,True,True,True,True,True,True,INVALIDATED,False,3.02,11.41,5.85
DIXON.NS,2025-09-01,True,True,True,True,True,True,True,False,True,INVALIDATED,False,1.88,2.49,-7.63
DIXON.NS,2026-07-06,True,True,False,True,True,True,True,True,True,BOS2_CONFIRMED,True,0.35,6.0,5.02
POLYCAB.NS,2023-04-26,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,4.07,6.4,7.02
POLYCAB.NS,2023-06-02,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-1.36,-1.49,-2.05
POLYCAB.NS,2023-07-11,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,13.87,23.52,23.78
POLYCAB.NS,2023-08-22,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,0.4,5.44,4.01
POLYCAB.NS,2023-12-11,True,True,True,True,True,True,False,False,True,INVALIDATED,False,-1.56,-4.62,-12.83
POLYCAB.NS,2024-05-02,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,5.4,11.15,18.65
POLYCAB.NS,2024-10-10,True,True,True,True,True,True,True,False,True,,,-10.76,-10.76,-10.76
POLYCAB.NS,2025-07-15,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-0.65,0.01,0.52
POLYCAB.NS,2025-08-18,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,-0.42,1.99,3.74
POLYCAB.NS,2025-09-03,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,-0.23,2.63,1.97
POLYCAB.NS,2025-09-16,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,1.26,-1.18,1.87
POLYCAB.NS,2025-10-10,True,True,True,True,True,True,True,False,True,INVALIDATED,False,-0.34,-2.47,-0.26
POLYCAB.NS,2026-02-23,True,True,True,True,True,True,True,True,True,INVALIDATED,False,3.95,-6.77,-10.24
POLYCAB.NS,2026-05-07,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,1.36,2.59,7.41
POLYCAB.NS,2026-05-25,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,1.73,2.63,5.88
POLYCAB.NS,2026-06-17,True,True,True,True,True,True,True,False,True,STILL_OPEN,,-4.2,-3.16,-7.38
CUMMINSIND.NS,2022-03-21,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,5.98,6.38,2.97
CUMMINSIND.NS,2022-07-21,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,0.15,-4.29,-2.05
CUMMINSIND.NS,2022-10-28,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,2.65,5.54,5.45
CUMMINSIND.NS,2022-11-30,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,3.25,1.73,-1.79
CUMMINSIND.NS,2023-02-09,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,2.48,-0.53,5.61
CUMMINSIND.NS,2023-03-08,True,True,True,True,True,True,True,True,True,INVALIDATED,False,-1.04,-2.66,-5.83
CUMMINSIND.NS,2023-05-26,True,True,True,True,True,True,False,True,True,BOS2_CONFIRMED,True,1.03,1.93,6.55
CUMMINSIND.NS,2023-06-28,True,True,True,True,True,True,True,False,True,INVALIDATED,False,-0.45,0.39,2.31
CUMMINSIND.NS,2023-07-28,True,True,True,True,True,True,True,False,True,,,-10.44,-10.44,-10.44
CUMMINSIND.NS,2024-01-10,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-0.55,10.44,25.74
CUMMINSIND.NS,2024-02-19,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,3.11,3.88,4.6
CUMMINSIND.NS,2024-03-21,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,4.53,1.08,11.23
CUMMINSIND.NS,2024-04-24,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,5.01,5.16,17.29
CUMMINSIND.NS,2024-05-13,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,6.03,8.88,-11.11
CUMMINSIND.NS,2025-07-08,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,2.08,3.47,4.03
CUMMINSIND.NS,2025-08-06,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,4.14,7.75,9.15
CUMMINSIND.NS,2025-08-22,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,-2.66,2.07,1.89
CUMMINSIND.NS,2025-09-04,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,2.06,3.33,-0.15
CUMMINSIND.NS,2025-10-24,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,3.78,4.6,2.16
CUMMINSIND.NS,2025-12-12,True,True,True,True,True,True,True,False,True,INVALIDATED,False,-0.55,-3.41,-9.43
CUMMINSIND.NS,2026-02-18,True,True,True,True,True,True,False,True,True,BOS2_CONFIRMED,True,5.54,2.09,-1.85
CUMMINSIND.NS,2026-04-10,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,1.72,4.53,2.58
CUMMINSIND.NS,2026-04-20,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,0.82,0.86,0.75
CUMMINSIND.NS,2026-05-07,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,-0.42,-1.14,6.81
CUMMINSIND.NS,2026-05-27,True,True,True,True,True,True,True,True,True,STILL_OPEN,,-3.98,-7.81,-6.4
ESCORTS.NS,2022-08-29,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,2.53,3.05,4.55
ESCORTS.NS,2022-11-21,True,True,True,True,True,True,True,True,True,INVALIDATED,False,3.3,4.93,-0.04
ESCORTS.NS,2023-06-30,True,True,True,True,True,True,True,True,True,,,1.64,5.14,12.91
ESCORTS.NS,2023-07-10,True,True,True,True,True,True,True,True,True,,,1.98,2.87,12.72
ESCORTS.NS,2023-07-26,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,4.32,5.72,24.86
ESCORTS.NS,2023-08-16,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,10.19,16.5,15.03
ESCORTS.NS,2023-10-10,True,True,True,True,True,True,True,True,True,INVALIDATED,False,-3.86,-8.64,-9.82
ESCORTS.NS,2024-04-30,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,2.39,11.4,13.47
ESCORTS.NS,2024-06-06,True,True,True,True,True,True,True,True,True,INVALIDATED,False,6.77,5.71,2.12
BHARATFORG.NS,2022-08-12,True,True,False,True,True,True,True,True,True,INVALIDATED,False,-7.42,-7.05,-2.33
BHARATFORG.NS,2022-10-25,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,5.18,8.83,3.93
BHARATFORG.NS,2023-08-09,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-0.54,4.78,13.26
BHARATFORG.NS,2023-08-22,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,4.48,8.62,8.6
BHARATFORG.NS,2023-12-01,True,True,True,True,True,True,False,True,True,BOS2_CONFIRMED,True,1.82,2.97,5.92
BHARATFORG.NS,2023-12-28,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,1.77,0.66,-2.9
BHARATFORG.NS,2024-02-09,True,True,True,True,True,True,True,True,True,,,-11.7,-11.7,-11.7
BHARATFORG.NS,2024-05-08,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,5.1,11.52,12.2
BHARATFORG.NS,2024-06-14,True,True,True,True,True,True,True,False,True,INVALIDATED,False,-0.03,-4.33,-3.88
BHARATFORG.NS,2025-11-11,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,2.57,1.51,-1.86
BHARATFORG.NS,2026-01-02,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-2.04,-6.24,7.0
BHARATFORG.NS,2026-02-03,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,8.86,15.03,23.27
BHARATFORG.NS,2026-02-23,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,0.39,-2.04,-5.35
BHARATFORG.NS,2026-05-07,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-4.79,-5.56,-3.96
BHARATFORG.NS,2026-06-22,True,True,True,True,True,True,True,True,True,STILL_OPEN,,1.38,-0.16,4.1
BHARATFORG.NS,2026-08-07,True,True,True,True,True,True,True,False,True,,,,,
MRF.NS,2022-07-15,True,True,False,True,True,True,True,False,True,BOS2_CONFIRMED,True,1.55,9.23,9.11
MRF.NS,2022-07-28,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,6.49,4.18,2.26
MRF.NS,2023-05-05,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-1.74,-2.75,-1.85
MRF.NS,2023-06-30,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,-0.47,0.91,1.86
MRF.NS,2023-07-12,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,-0.2,0.29,4.17
MRF.NS,2023-08-01,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,3.32,3.37,5.52
MRF.NS,2023-12-05,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,5.33,3.16,15.64
MRF.NS,2023-12-28,True,True,True,True,True,True,True,True,True,TIMEOUT,False,5.23,6.54,11.51
MRF.NS,2024-02-23,True,True,True,True,True,True,True,False,True,INVALIDATED,False,-3.12,-5.68,-10.36
MRF.NS,2025-04-30,True,True,False,True,True,True,True,False,True,BOS2_CONFIRMED,True,2.13,4.05,3.02
MRF.NS,2025-05-23,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,-2.26,-3.75,-5.86
MRF.NS,2025-07-09,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,0.29,0.52,-3.89
MRF.NS,2025-10-20,True,True,True,True,True,True,True,False,True,INVALIDATED,False,-0.74,-2.39,-5.68
BALKRISIND.NS,2023-02-06,True,True,True,True,True,True,True,False,True,,,-9.81,-9.81,-9.81
BALKRISIND.NS,2023-05-23,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-5.22,-4.12,3.22
BALKRISIND.NS,2023-11-16,True,True,True,True,True,True,True,False,True,INVALIDATED,False,-2.66,-3.04,-4.4
BALKRISIND.NS,2024-05-21,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,1.55,2.33,8.86
BALKRISIND.NS,2024-06-07,True,True,True,True,True,True,True,True,True,INVALIDATED,False,3.42,-1.56,-1.46
BALKRISIND.NS,2026-02-04,True,True,False,True,True,True,True,True,True,,,-0.25,-4.3,-11.33
MOTHERSON.NS,2023-07-05,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,4.62,6.44,6.77
MOTHERSON.NS,2024-01-01,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-0.79,1.34,6.77
MOTHERSON.NS,2024-01-25,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,0.69,-1.59,-0.73
MOTHERSON.NS,2024-02-06,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,-4.68,-5.47,1.0
MOTHERSON.NS,2024-04-19,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,3.32,-0.95,5.29
MOTHERSON.NS,2024-05-23,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,9.72,13.67,36.58
MOTHERSON.NS,2024-06-10,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,10.22,17.14,21.22
MOTHERSON.NS,2024-09-26,True,True,True,True,True,True,False,True,True,INVALIDATED,False,-6.96,0.14,-12.13
MOTHERSON.NS,2025-09-16,True,True,False,True,True,True,True,True,True,BOS2_CONFIRMED,True,-2.3,-4.07,-2.92
MOTHERSON.NS,2025-11-27,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,0.35,4.0,2.57
MOTHERSON.NS,2025-12-11,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,0.41,-0.71,-4.56
MOTHERSON.NS,2026-02-10,True,True,True,True,True,True,True,True,True,INVALIDATED,False,2.52,2.0,-8.01
MOTHERSON.NS,2026-05-21,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,6.15,4.56,6.0
MOTHERSON.NS,2026-08-07,True,True,True,True,True,True,True,True,True,,,,,
PERSISTENT.NS,2022-11-28,True,True,False,True,True,True,True,True,True,BOS2_CONFIRMED,True,2.66,1.28,-2.78
PERSISTENT.NS,2023-01-23,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,2.15,5.41,9.89
PERSISTENT.NS,2023-06-01,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,-6.02,-4.64,-6.5
PERSISTENT.NS,2023-08-31,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,12.66,12.56,8.08
PERSISTENT.NS,2023-10-27,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,1.77,1.61,4.98
PERSISTENT.NS,2023-11-16,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-0.74,0.05,11.01
PERSISTENT.NS,2023-12-14,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,7.72,6.07,11.13
PERSISTENT.NS,2024-01-12,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,6.37,7.64,11.04
PERSISTENT.NS,2024-02-16,True,True,True,True,True,True,True,False,True,INVALIDATED,False,-5.33,-4.82,-10.71
PERSISTENT.NS,2024-07-01,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,3.15,7.22,7.48
PERSISTENT.NS,2024-08-28,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,5.67,6.52,8.92
PERSISTENT.NS,2024-09-13,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,-0.75,1.5,4.86
PERSISTENT.NS,2024-11-25,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,1.71,6.82,6.92
PERSISTENT.NS,2025-11-19,True,True,True,True,True,True,True,False,True,INVALIDATED,False,1.84,2.15,0.04
PERSISTENT.NS,2025-12-05,True,True,True,True,True,True,True,False,True,INVALIDATED,False,-3.87,0.19,-4.61
COFORGE.NS,2022-12-01,True,True,False,True,True,True,True,True,True,BOS2_CONFIRMED,True,-6.28,-4.46,-6.11
COFORGE.NS,2023-01-23,True,True,False,True,True,True,True,True,True,INVALIDATED,False,-0.14,-0.68,-0.38
COFORGE.NS,2023-05-31,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-3.95,0.37,3.18
COFORGE.NS,2023-06-27,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,0.43,0.65,-0.68
COFORGE.NS,2023-07-14,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-4.53,-4.98,6.61
COFORGE.NS,2023-08-09,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-2.92,3.71,9.52
COFORGE.NS,2023-08-31,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,1.75,3.01,-6.39
COFORGE.NS,2023-12-14,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,1.51,-0.07,6.74
COFORGE.NS,2024-01-12,True,True,True,True,True,True,True,True,True,INVALIDATED,False,-7.44,-6.71,-3.4
COFORGE.NS,2024-09-05,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,7.06,6.02,10.03
COFORGE.NS,2024-10-08,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,-2.13,2.67,6.36
COFORGE.NS,2024-10-24,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-1.73,3.49,12.11
COFORGE.NS,2024-11-08,True,True,True,True,True,True,True,True,True,INVALIDATED,False,2.09,9.08,13.15
COFORGE.NS,2026-08-03,True,True,False,True,True,True,True,False,True,,,,,
MPHASIS.NS,2023-07-21,True,True,False,True,True,True,True,True,True,BOS2_CONFIRMED,True,-1.54,-0.03,1.62
MPHASIS.NS,2023-08-24,True,True,False,True,True,True,True,True,True,BOS2_CONFIRMED,True,-0.81,0.54,1.65
MPHASIS.NS,2023-12-14,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,5.32,5.26,0.99
MPHASIS.NS,2024-02-16,True,True,True,True,True,True,True,True,True,INVALIDATED,False,-5.07,-7.78,-11.01
MPHASIS.NS,2024-07-19,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,2.22,-7.52,4.91
MPHASIS.NS,2024-12-12,True,True,True,True,True,True,False,False,True,INVALIDATED,False,-6.66,-9.24,-9.24
MPHASIS.NS,2025-09-18,True,True,True,True,True,True,True,False,True,,,-10.41,-10.41,-10.41
LUPIN.NS,2022-11-30,True,True,False,True,True,True,True,True,True,INVALIDATED,False,-1.65,-2.18,-4.09
LUPIN.NS,2023-05-29,True,True,False,True,True,True,True,True,True,BOS2_CONFIRMED,True,1.44,0.92,8.85
LUPIN.NS,2023-06-21,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,3.89,3.64,7.8
LUPIN.NS,2023-07-12,True,True,True,True,True,True,True,False,True,,,0.6,4.17,15.4
