symbol,bos1_date,1_new_26w_high,2_freshly_broken,3_ema20_gt_ema50,4_ema50_rising,5_rsi_gt_60,6_rsi_rising,7_macd_hist_pos,8_vol_gt_sma10,9_green_candle,outcome,is_win,ret_5d,ret_10d,ret_20d
LUPIN.NS,2023-07-27,True,True,True,True,True,True,True,True,True,,,8.02,9.33,12.49
LUPIN.NS,2023-09-14,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-4.45,1.02,3.04
LUPIN.NS,2023-10-13,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,-1.98,-5.33,-1.8
LUPIN.NS,2023-11-24,True,True,True,True,True,True,False,True,True,BOS2_CONFIRMED,True,1.2,-0.25,3.6
LUPIN.NS,2023-12-28,True,True,True,True,True,True,False,True,True,,,3.16,3.78,9.01
LUPIN.NS,2024-01-18,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,1.96,9.74,10.22
LUPIN.NS,2024-07-04,True,True,True,True,True,True,False,True,True,BOS2_CONFIRMED,True,1.91,2.34,10.44
LUPIN.NS,2024-07-29,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,2.67,12.72,18.26
LUPIN.NS,2024-08-27,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,3.72,0.63,1.17
LUPIN.NS,2024-12-31,True,True,True,True,True,True,False,True,True,,,-4.33,-9.57,-11.61
LUPIN.NS,2025-11-28,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-1.16,-0.11,-0.69
LUPIN.NS,2026-01-06,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,1.61,-0.94,2.66
LUPIN.NS,2026-02-25,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,2.25,0.99,0.95
LUPIN.NS,2026-07-09,True,True,True,True,True,True,True,False,True,STILL_OPEN,,-2.4,-5.31,
AUROPHARMA.NS,2023-04-18,True,True,False,True,True,True,True,True,True,BOS2_CONFIRMED,True,5.98,5.81,3.62
AUROPHARMA.NS,2023-05-30,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,3.46,3.12,13.74
AUROPHARMA.NS,2023-07-20,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,8.0,8.59,10.12
AUROPHARMA.NS,2023-08-07,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,0.43,-3.58,-0.78
AUROPHARMA.NS,2023-09-13,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-4.16,1.14,0.6
AUROPHARMA.NS,2023-09-29,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-1.75,-0.96,-6.3
AUROPHARMA.NS,2023-11-08,True,True,True,True,True,True,False,True,True,BOS2_CONFIRMED,True,7.28,9.99,6.97
AUROPHARMA.NS,2023-12-21,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-1.8,1.36,3.06
AUROPHARMA.NS,2024-01-04,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,-2.11,2.7,-9.31
AUROPHARMA.NS,2024-01-15,True,True,True,True,True,True,True,True,True,INVALIDATED,False,0.91,-6.86,-11.15
AUROPHARMA.NS,2024-05-21,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,-0.1,3.79,1.89
AUROPHARMA.NS,2024-06-05,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-1.01,-2.08,2.85
AUROPHARMA.NS,2024-07-05,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,5.34,4.03,7.39
AUROPHARMA.NS,2024-07-31,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,3.15,4.79,9.43
AUROPHARMA.NS,2024-08-13,True,True,True,True,True,True,True,True,True,INVALIDATED,False,1.79,3.73,3.62
AUROPHARMA.NS,2026-03-10,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-1.7,1.3,3.78
AUROPHARMA.NS,2026-04-01,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,1.04,2.42,3.03
AUROPHARMA.NS,2026-04-15,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,3.27,-0.03,8.71
AUROPHARMA.NS,2026-05-06,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,2.43,4.85,-0.78
AUROPHARMA.NS,2026-06-25,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,4.2,0.61,-1.49
AUROPHARMA.NS,2026-08-07,True,True,True,True,True,True,True,True,True,,,,,
TORNTPHARM.NS,2022-08-04,True,True,True,True,True,True,True,False,False,BOS2_CONFIRMED,True,0.49,-2.09,-2.83
TORNTPHARM.NS,2022-10-31,True,True,True,True,True,True,True,True,True,INVALIDATED,False,-0.03,-2.01,0.47
TORNTPHARM.NS,2023-05-23,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,8.38,6.39,9.94
TORNTPHARM.NS,2023-06-28,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-1.79,0.42,2.75
TORNTPHARM.NS,2023-07-27,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,3.35,0.0,-1.86
TORNTPHARM.NS,2023-12-01,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,-4.22,-1.19,7.01
TORNTPHARM.NS,2023-12-21,True,True,True,True,True,True,True,True,True,,,4.52,5.81,13.49
TORNTPHARM.NS,2024-02-05,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-0.54,0.33,0.98
TORNTPHARM.NS,2024-06-07,True,True,True,True,True,True,False,True,True,BOS2_CONFIRMED,True,0.24,-1.72,1.95
TORNTPHARM.NS,2024-07-23,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,0.37,5.18,6.41
TORNTPHARM.NS,2024-08-07,True,True,True,True,True,True,True,True,True,TIMEOUT,False,0.5,0.53,2.56
TORNTPHARM.NS,2024-08-28,True,True,True,True,True,True,True,True,True,TIMEOUT,False,0.42,0.98,-0.46
TORNTPHARM.NS,2025-07-17,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,2.61,4.72,3.97
TORNTPHARM.NS,2025-11-10,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-0.7,-1.89,-1.4
TORNTPHARM.NS,2026-01-02,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,1.66,5.18,4.13
TORNTPHARM.NS,2026-02-16,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,2.96,1.63,0.42
TORNTPHARM.NS,2026-07-03,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,3.79,4.93,5.87
TORNTPHARM.NS,2026-07-31,True,True,True,True,True,True,True,True,True,,,,,
ALKEM.NS,2023-04-28,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,2.64,-3.16,-4.72
ALKEM.NS,2023-07-17,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,8.3,9.28,4.02
ALKEM.NS,2023-11-09,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,2.7,6.53,12.17
ALKEM.NS,2023-12-27,True,True,True,True,True,True,True,False,True,TIMEOUT,False,3.83,-0.34,-1.96
ALKEM.NS,2024-02-09,True,True,True,True,True,True,True,True,True,INVALIDATED,False,2.85,-10.08,-10.08
ALKEM.NS,2024-08-08,True,True,True,True,True,True,True,True,True,INVALIDATED,False,0.45,1.81,9.68
ALKEM.NS,2024-08-27,True,True,True,True,True,True,True,True,True,INVALIDATED,False,5.28,6.47,5.6
ALKEM.NS,2025-08-22,True,True,False,True,True,True,True,False,True,BOS2_CONFIRMED,True,-3.38,-1.73,2.11
ALKEM.NS,2025-09-15,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,0.35,-1.81,0.75
ALKEM.NS,2025-11-04,True,True,True,True,True,True,True,True,True,TIMEOUT,False,0.97,0.52,-0.2
BIOCON.NS,2023-09-15,True,True,False,True,True,True,True,True,True,INVALIDATED,False,-5.81,-4.66,-10.42
BIOCON.NS,2024-01-03,True,True,False,True,True,True,True,True,True,BOS2_CONFIRMED,True,-1.36,-1.99,-0.47
BIOCON.NS,2024-06-06,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-0.36,1.85,9.12
BIOCON.NS,2024-06-26,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,2.18,0.27,4.21
BIOCON.NS,2025-11-13,True,True,True,True,True,True,True,True,True,INVALIDATED,False,-4.32,-3.95,-6.85
BIOCON.NS,2026-05-15,True,True,True,True,True,True,True,True,True,STILL_OPEN,,0.37,-0.65,-2.89
IPCALAB.NS,2023-08-01,True,True,False,True,True,True,True,True,True,BOS2_CONFIRMED,True,1.32,-1.28,-2.95
IPCALAB.NS,2023-10-13,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,4.04,2.47,10.14
IPCALAB.NS,2023-10-23,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-1.93,5.61,6.85
IPCALAB.NS,2023-11-08,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,2.09,3.11,4.72
IPCALAB.NS,2023-11-29,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,0.66,-1.83,-1.05
IPCALAB.NS,2024-02-06,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-4.09,1.36,-0.44
IPCALAB.NS,2024-04-04,True,True,True,True,True,True,True,True,True,INVALIDATED,False,2.93,2.64,2.06
IPCALAB.NS,2024-09-13,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,-1.26,1.55,15.46
IPCALAB.NS,2024-10-08,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,7.16,1.35,2.5
IPCALAB.NS,2025-01-02,True,True,True,True,True,True,True,True,True,,,-6.4,-11.83,-11.83
IPCALAB.NS,2026-06-30,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,2.48,9.2,3.18
IPCALAB.NS,2026-07-13,True,True,True,True,True,True,True,True,True,STILL_OPEN,,-1.32,-1.87,
CANBK.NS,2022-10-20,True,True,True,True,True,True,True,True,True,TIMEOUT,False,11.69,19.02,22.58
CANBK.NS,2022-11-22,True,True,True,True,True,True,True,False,True,INVALIDATED,False,-1.81,-2.06,-1.84
CANBK.NS,2023-09-11,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,2.49,3.38,2.02
CANBK.NS,2023-11-13,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,-3.27,-1.21,9.85
CANBK.NS,2023-12-04,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,3.88,4.21,7.08
CANBK.NS,2024-01-03,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-1.69,-0.88,12.54
CANBK.NS,2024-02-01,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,12.62,15.55,14.13
CANBK.NS,2024-04-03,True,True,True,True,True,True,True,False,True,INVALIDATED,False,-1.44,-2.42,-6.17
CANBK.NS,2024-05-02,True,True,True,True,True,True,True,False,True,,,-11.21,-11.21,-11.21
CANBK.NS,2025-05-28,True,True,False,True,True,True,True,True,True,BOS2_CONFIRMED,True,4.0,3.34,-0.74
CANBK.NS,2025-10-03,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,1.3,1.26,10.79
CANBK.NS,2025-10-30,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,7.34,13.49,14.54
CANBK.NS,2025-12-31,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-2.93,-0.72,-4.89
PNB.NS,2022-09-09,True,True,False,True,True,True,True,True,True,BOS2_CONFIRMED,True,2.54,-8.63,-12.06
PNB.NS,2022-10-25,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-5.06,2.87,23.22
PNB.NS,2022-11-21,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,9.72,15.88,16.09
PNB.NS,2022-12-08,True,True,True,True,True,True,True,True,True,INVALIDATED,False,-2.99,-14.38,-14.38
PNB.NS,2023-07-07,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,2.21,1.8,-0.98
PNB.NS,2023-07-19,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-2.95,-7.54,-2.33
PNB.NS,2023-09-01,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,4.69,16.43,20.74
PNB.NS,2023-12-04,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,4.69,8.55,14.55
PNB.NS,2023-12-28,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,0.88,1.35,13.33
PNB.NS,2024-01-19,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,7.27,16.17,20.35
PNB.NS,2024-02-15,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-1.31,-3.7,-10.97
PNB.NS,2024-04-03,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,-1.61,-2.88,-10.76
PNB.NS,2025-10-10,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,1.05,3.65,4.77
PNB.NS,2025-10-28,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-0.36,0.14,3.33
PNB.NS,2026-01-14,True,True,True,True,True,True,True,True,True,INVALIDATED,False,-2.74,-2.71,-7.71
BANKBARODA.NS,2022-04-06,True,True,True,True,True,True,True,False,True,INVALIDATED,False,-4.96,-7.26,-10.79
BANKBARODA.NS,2022-08-26,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,7.58,11.77,2.98
BANKBARODA.NS,2022-10-21,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,2.07,14.93,16.69
BANKBARODA.NS,2022-11-07,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,2.32,5.8,10.59
BANKBARODA.NS,2022-12-06,True,True,True,True,True,True,True,True,True,INVALIDATED,False,9.61,1.54,4.49
BANKBARODA.NS,2023-06-19,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-2.08,5.23,2.56
BANKBARODA.NS,2023-07-03,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,2.07,-1.37,0.2
BANKBARODA.NS,2023-09-18,True,True,True,True,True,True,True,True,True,INVALIDATED,False,-0.97,-2.03,-5.44
BANKBARODA.NS,2023-12-13,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,0.38,3.17,2.63
BANKBARODA.NS,2023-12-27,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,1.6,-3.4,0.11
BANKBARODA.NS,2024-01-31,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,1.24,10.28,6.18
BANKBARODA.NS,2024-03-06,True,True,True,True,True,True,True,False,True,,,-10.57,-10.57,-10.57
BANKBARODA.NS,2025-10-01,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,2.63,1.69,11.96
BANKBARODA.NS,2025-10-27,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,4.99,3.86,5.1
BANKBARODA.NS,2026-01-02,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-2.14,-0.53,-11.41
BANKBARODA.NS,2026-02-25,True,True,True,True,True,True,True,True,True,,,-6.53,-10.75,-10.75
IDFCFIRSTB.NS,2022-08-24,True,True,False,True,True,True,True,True,True,BOS2_CONFIRMED,True,-0.72,3.17,-0.41
IDFCFIRSTB.NS,2022-09-05,True,True,False,True,True,True,True,False,True,BOS2_CONFIRMED,True,-1.37,0.69,4.42
IDFCFIRSTB.NS,2022-10-18,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,0.53,1.24,-1.15
IDFCFIRSTB.NS,2022-12-14,True,True,True,True,True,True,True,True,True,INVALIDATED,False,-9.6,-12.57,-12.57
IDFCFIRSTB.NS,2023-05-12,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,0.99,6.69,10.72
IDFCFIRSTB.NS,2023-06-13,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,9.24,5.91,8.11
IDFCFIRSTB.NS,2023-07-31,True,True,True,True,True,True,True,True,True,TIMEOUT,False,-0.23,0.8,5.25
IDFCFIRSTB.NS,2023-08-22,True,True,True,True,True,True,True,False,True,TIMEOUT,False,-0.49,5.34,0.76
IDFCFIRSTB.NS,2025-05-14,True,True,False,True,True,True,True,False,True,BOS2_CONFIRMED,True,-3.74,-2.26,1.99
IDFCFIRSTB.NS,2025-06-06,True,True,False,True,True,True,True,True,True,BOS2_CONFIRMED,True,-2.21,-2.06,7.19
IDFCFIRSTB.NS,2025-07-01,True,True,False,True,True,True,True,True,True,BOS2_CONFIRMED,True,0.26,-4.39,-10.37
IDFCFIRSTB.NS,2025-10-31,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-1.6,-2.3,-0.02
IDFCFIRSTB.NS,2025-12-15,True,True,True,True,True,True,True,True,True,INVALIDATED,False,1.99,2.72,-0.32
FEDERALBNK.NS,2022-07-19,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-0.92,0.51,-0.83
FEDERALBNK.NS,2022-08-24,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,4.18,4.18,1.74
FEDERALBNK.NS,2022-10-14,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,2.08,-0.08,0.87
FEDERALBNK.NS,2022-11-03,True,True,True,True,True,True,True,False,True,TIMEOUT,False,-1.05,-3.71,-0.15
FEDERALBNK.NS,2023-08-23,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,0.45,1.19,1.85
FEDERALBNK.NS,2023-09-08,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,-1.55,-0.37,-0.94
FEDERALBNK.NS,2024-02-16,True,True,True,True,True,True,False,True,True,BOS2_CONFIRMED,True,-8.71,-7.44,-13.61
FEDERALBNK.NS,2024-06-12,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,0.86,1.28,11.7
FEDERALBNK.NS,2024-07-03,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,5.31,4.66,8.07
FEDERALBNK.NS,2024-07-23,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,2.23,-2.18,3.21
FEDERALBNK.NS,2024-11-08,True,True,True,True,True,True,False,True,True,INVALIDATED,False,-0.55,2.44,3.31
FEDERALBNK.NS,2025-07-01,True,True,True,True,True,True,True,True,True,INVALIDATED,False,-2.78,-2.41,-6.96
FEDERALBNK.NS,2025-10-20,True,True,True,True,True,True,True,True,True,,,2.85,3.26,7.24
FEDERALBNK.NS,2025-11-18,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,4.51,5.28,7.46
FEDERALBNK.NS,2025-12-15,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,0.02,0.64,-6.99
FEDERALBNK.NS,2026-01-19,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,2.32,3.38,4.62
FEDERALBNK.NS,2026-02-25,True,True,True,True,True,True,True,False,True,INVALIDATED,False,-4.44,-10.47,-10.47
FEDERALBNK.NS,2026-06-05,True,True,True,True,True,True,False,False,True,,,4.83,6.91,9.19
FEDERALBNK.NS,2026-06-30,True,True,True,True,True,True,True,False,True,STILL_OPEN,,-0.74,-0.44,9.16
FEDERALBNK.NS,2026-07-17,True,True,True,True,True,True,True,True,True,STILL_OPEN,,4.39,6.13,
AUBANK.NS,2023-05-09,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,3.1,8.04,7.57
AUBANK.NS,2024-01-05,True,True,True,True,True,True,True,True,True,INVALIDATED,False,-2.76,-9.45,-9.45
AUBANK.NS,2024-09-05,True,True,False,True,True,True,True,True,True,INVALIDATED,False,2.98,4.17,4.42
AUBANK.NS,2025-06-02,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,5.57,6.64,15.63
AUBANK.NS,2025-10-20,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,1.9,1.73,6.15
AUBANK.NS,2025-11-07,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,0.61,1.98,5.0
AUBANK.NS,2025-11-25,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,0.6,5.38,3.29
AUBANK.NS,2025-12-09,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,0.95,-0.71,1.13
AUBANK.NS,2026-04-22,True,True,True,True,True,True,False,True,True,BOS2_CONFIRMED,True,-2.22,-0.64,-7.73
BANDHANBNK.NS,2023-05-24,True,True,False,True,True,True,True,True,True,INVALIDATED,False,2.62,-0.5,-8.76
BANDHANBNK.NS,2026-02-24,True,True,False,True,True,True,True,True,True,INVALIDATED,False,2.48,-1.41,-12.29
BANDHANBNK.NS,2026-04-29,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,4.86,0.53,3.95
INDUSINDBK.NS,2022-07-29,True,True,False,True,True,True,True,True,True,BOS2_CONFIRMED,True,0.98,4.67,6.87
INDUSINDBK.NS,2022-08-11,True,True,False,True,True,True,True,False,True,BOS2_CONFIRMED,True,-1.85,-1.67,8.04
INDUSINDBK.NS,2022-09-09,True,True,True,True,True,True,True,False,True,TIMEOUT,False,7.12,0.46,1.77
INDUSINDBK.NS,2023-05-29,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,1.64,3.99,2.41
INDUSINDBK.NS,2023-06-30,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,-0.94,0.76,2.74
INDUSINDBK.NS,2023-09-08,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,0.54,-1.79,-1.92
INDUSINDBK.NS,2023-11-07,True,True,True,True,True,True,False,False,True,BOS2_CONFIRMED,True,0.31,-0.53,1.0
INDUSINDBK.NS,2023-12-14,True,True,True,True,True,True,False,False,True,TIMEOUT,False,0.61,2.96,8.75
INDUSINDBK.NS,2023-12-27,True,True,True,True,True,True,True,False,True,,,3.03,3.62,-10.5
INDUSINDBK.NS,2026-01-02,True,True,False,True,True,True,True,True,True,BOS2_CONFIRMED,True,0.05,4.95,1.92
INDUSINDBK.NS,2026-01-14,True,True,False,True,True,True,True,True,True,INVALIDATED,False,-4.45,-5.12,-1.95
INDUSINDBK.NS,2026-07-03,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,4.64,6.7,5.99
SHRIRAMFIN.NS,2022-07-18,True,True,False,True,True,True,True,True,True,INVALIDATED,False,6.96,-0.22,-2.44
SHRIRAMFIN.NS,2023-06-19,True,True,True,True,True,True,True,True,True,,,15.38,22.6,21.48
SHRIRAMFIN.NS,2023-07-21,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,2.84,0.76,0.23
SHRIRAMFIN.NS,2023-09-08,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-3.01,-4.42,-3.71
SHRIRAMFIN.NS,2024-01-04,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,6.49,6.91,11.31
SHRIRAMFIN.NS,2024-01-29,True,True,True,True,True,True,True,True,False,BOS2_CONFIRMED,True,-0.52,-3.25,-1.52
SHRIRAMFIN.NS,2024-06-13,True,True,True,True,True,True,False,True,True,BOS2_CONFIRMED,True,6.28,7.83,6.28
SHRIRAMFIN.NS,2024-08-19,True,True,True,True,True,True,True,False,True,INVALIDATED,False,3.57,4.93,9.83
SHRIRAMFIN.NS,2024-09-09,True,True,True,True,True,True,True,False,True,INVALIDATED,False,2.91,5.66,1.8
SHRIRAMFIN.NS,2025-10-28,True,True,True,True,True,True,True,True,True,,,9.51,12.48,19.89
SHRIRAMFIN.NS,2025-11-26,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-3.7,-1.49,11.66
SHRIRAMFIN.NS,2025-12-19,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,6.57,9.1,7.45
SHRIRAMFIN.NS,2026-02-09,True,True,True,True,True,True,True,False,True,INVALIDATED,False,0.95,-0.3,-11.98
SHRIRAMFIN.NS,2026-08-05,True,True,True,True,True,True,True,True,True,,,,,
CHOLAFIN.NS,2022-03-17,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,1.23,-2.56,-1.12
CHOLAFIN.NS,2022-04-08,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-4.97,-0.33,-10.85
CHOLAFIN.NS,2022-08-05,True,True,True,True,True,True,True,True,True,TIMEOUT,False,1.94,3.1,3.43
CHOLAFIN.NS,2023-04-06,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,-0.97,-1.09,16.73
CHOLAFIN.NS,2023-04-27,True,True,True,True,True,True,True,False,True,,,16.37,16.56,22.59
CHOLAFIN.NS,2023-06-13,True,True,True,True,True,True,True,False,True,BOS2_CONFIRMED,True,2.84,2.22,4.33
CHOLAFIN.NS,2023-07-03,True,True,True,True,True,True,True,True,True,INVALIDATED,False,-3.75,-2.57,-3.89
CHOLAFIN.NS,2023-09-15,True,True,True,True,True,True,False,True,True,BOS2_CONFIRMED,True,-2.84,-1.65,-0.94
CHOLAFIN.NS,2024-06-10,True,True,True,True,True,True,True,True,True,BOS2_CONFIRMED,True,6.59,5.09,4.42
CHOLAFIN.NS,2024-09-02,True,True,True,True,True,True,True,True,True,INVALIDATED,False,0.84,5.28,5.81
CHOLAFIN.NS,2025-04-16,True,True,True,True,True,True,True,False,True,INVALIDATED,False,-3.83,-3.33,1.83
CHOLAFIN.NS,2025-10-24,True,True,True,True,True,True,True,False,True,TIMEOUT,False,-1.64,-0.31,-3.54
